,id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,audio_to_text
162,164_post,https://www.tiktok.com/@thetravelintern/video/7237442140085783810,thetravelintern,12,44.1K,824.2K,2023-5-26,/@thetravelintern,thetravelintern,June we’re ready for ya!! ,"['traveltiktok', 'singapore', 'marvel', 'jewelchangi', 'hasbro']",5800,941,1093,97,four reasons to visit Changi Airport this June besides catching a flight at 3 does the Hillsborough game on exhibition where you can play unique life-size versions of your popular board games and there's also the mega bounce playground where you can bounce around and have fun that's the Avengers forever Exhibition at canopy Park engage in this place showing the rich history of your favorite Marvel heroes and when you're done stopped by the rain Vortex for Marvel theme light and music show look at those colors wow
163,165_post,https://www.tiktok.com/@rynla_eyre/video/7195571244236803355,Just another daily life ✨,1453,141,2542,2023-2-2,/@rynla_eyre,rynla_eyre,Singapore 🇸🇬 2023 ; full fill my life’s fuel trip ,"['singapore', 'traveltiktok', 'ท่องเที่ยว', 'สิงคโปร์']",775,133,33,29,
164,166_post,https://www.tiktok.com/@pvillya/video/7183966083664104706,pvillya,9,145,18.1K,2023-1-2,/@pvillya,pvillya,"Cool shops found in Orchard Road, Singapore ","['fyp', 'traveltikok', 'travel', 'shoes', 'fashiontiktok', 'streetfashion', 'singapore', 'singaporeshopping', 'travelsingapore', 'newbalance']",7668,2577,475,31,
165,167_post,https://www.tiktok.com/@aktravelss/video/7212268539766426886,AKTRAVELS ✈️ 🌍,129,130.2K,8.4M,2023-3-19,/@aktravelss,aktravelss,Name a better airport 🇸🇬🇸🇬 ,"['singapore', 'singaporetiktok', 'jewelchangi', 'airportlife', 'traveltiktok', 'aktravels']",195K,24K,1857,900,
166,168_post,https://www.tiktok.com/@hbouuu/video/7113833112521460993,levah,283,1509,427.5K,2022-6-27,/@hbouuu,hbouuu, ,"['fyp', 'traveltiktok', 'singaporeairlines']",422.7K,12.6K,4425,2230,this girl is the nastiest cake bitch I've ever met do not trust her she is a ugly
167,169_post,https://www.tiktok.com/@blurrylife24/video/7211556621070224646,yq,124,602,58.2K,2023-3-17,/@blurrylife24,blurrylife24,bro my butt and back were not cut out for sitting for 17 hours ,"['singapore', 'sanfran', 'sanfrancisco', 'travel', 'vlog', 'travelvlogs', 'teachertok', 'springbreak', 'teacherlife']",1168,32,2,18,and I are going to visit my sister Christine in Singapore he is currently there doing an exchange semester but we thought it was a perfect time to go before heading to the airport we did a couple errands like go to Crystal Mall and get some funds and then like all Asians everything else we show up late but to the airport we show up 3 hours early we got there I had to drive you in the juice I had to try this to Anaconda it was really solid I would definitely get it again period
168,170_post,https://www.tiktok.com/@tropic.street/video/7245168672522751233,Tropic Street,7,1584,60K,2023-6-16,/@tropic.street,tropic.street,Would you rather live in Singapore or Overseas? ,"['tropicstreet', 'tropicmonsters', 'singaporetiktok', 'singapore', 'tiktoksg', 'tiktoksingapore', 'sg', 'sgtiktok', 'fyp', 'fypシ', 'foryou', 'foryoupage', 'viral', 'viraltiktok', 'interesting', 'interview', 'question', 'street', 'streetinterview', 'fun', 'funny', 'comedy', 'life', 'lifeadvice', 'overseas', 'travel', 'traveltiktok', 'society']",9466,530,762,897,would you rather live in Singapore or overseas and why overseas Singapore directions
169,171_post,https://www.tiktok.com/@stephtrebell/video/7228960412811808006,Steph | Travel tips & inspo,531,13.3K,164.7K,2023-5-3,/@stephtrebell,stephtrebell,Follow for travel tips & inspo (& a pt. 2 cause theres so many of these!) ,"['traveltok', 'singapore', 'travel']",643,46,12,37,"the first one is that you are not allowed to drink alcohol after 10:30 p.m. in any public spaces so like bars and clubs they're fine but if you're caught drinking alcohol on the street it is a $1,000 fine and if you're caught on Transit that's even worse because it's also a 500.00 fine just to have any drink on Transit the second one is vaping Vapes are extremely illegal in Singapore you cannot Vape in the country you cannot Vape in your house in the country you cannot even enter the country with a baby because if you're with a vapor vaping anywhere it is a fine of 10000 dollars for reference one Singapore dollar is almost the same amount as a Canadian dollar being naked it is illegal it is a fine of 2000 dollars or three months in jail and yes even if you're in your own home if you're in the shower that's fine but like once you get out of that shower you need to cover up you don't like if you don't have a naked neighbor you are the naked neighbor yeah well if your neighbor sees you even if they're the creep jail and the last one is chewing gum is extremely illegal inwe are not taking any risks here and please don't be walking around the streets and chewing it that is dangerous I still absolutely love Singapore though follow for more travel tips"
170,172_post,https://www.tiktok.com/@ianjeevan/video/7254898963394940161,Ian Jeevan,1507,187.9K,8.7M,1d ago ,/@ianjeevan,ianjeevan,"Would you pay $1,300 for Scoot Plus from Singapore to Perth? Regular economy ticket price was $1,000. ","['scootsg', 'scootplus', 'scoot', 'scootairline', 'ianjeevantravels']",1531,58,24,15,"for the first time so we were heading to Perth Australia which is 5 1/2 hours away from Singapore and the tickets cost $1,300 for a round trip as good plus passengers you get 30 kg checking allowance as well as bought me first priority that was also ample legroom for me and my grandma to stretch out our legs there was also this headrest which you could adjust for more comfortable complimentary water that was given to us needless to say it was not enough and then we took off after reaching cruising altitude reverse of our lunch my grandmother was so hard for fun and I got the chicken gulai the food I'm not gonna lie was very subpar but my grandma did enjoy the ice cream and then we try to get some shut-eye while I was using my phone as they give me a 30 MB wife I did session however the connection was not good so I slept all the way until we reached her follow me for more travel content"
171,173_post,https://www.tiktok.com/@mjglins/video/7244500280027434245,MJ Glins,621,3048,64.5K,2023-6-14,/@mjglins,mjglins,Our Singrapore travel experience ,"['singapore', 'travelgoals', 'changiairport', 'immigrationexperience', 'travel', 'fyp', 'tips', 'jewelairport', 'goals', 'tiktokph', 'mjglinsgoingplaces', 'mjglinofria']",574,174,40,20,
172,174_post,https://www.tiktok.com/@kakitravel.net/video/7249188087698328834,Kaki Travel,220,52.8K,248.7K,2023-6-27,/@kakitravel.net,kakitravel.net,4 hari naik cruise ke Singapore & Phuket!,"['kakitravel', 'gentingdreamcruise', 'cruise', 'singapore', 'phuket', 'kakitravelxsizzlingsuzai']",1344,538,232,64,
173,175_post,https://www.tiktok.com/@nasdaily/video/7135445859688254722,Nas Daily,11,6.4M,129.8M,2022-8-24,/@nasdaily,nasdaily,Singapore’s Trash Journey! ,"['nasdaily', 'trash', 'singapore', 'island', 'travel', 'placestovisit', 'short', 'journey', 'fyp']",1.7M,123.4K,22.2K,9288,Singapore there is no trash they get rid of it in one day here is how they do it first they collect all the trash in the country drive it to this building to burn it 24 hours 7 days a week 365 days a year the fire is burning trash in this Factory the heat from this process becomes electricitysee you tomorrow
174,176_post,https://www.tiktok.com/@kallum.sykes/video/7201182833107488005,Kallum | Travel 🌏,237,4838,253.7K,2023-2-17,/@kallum.sykes,kallum.sykes,5 Things you must do in Singapore ,"['traveltok', 'traveltiktok', 'travelbucketlist', 'singapore', 'solotravel', 'itinerary']",542,534,97,12,this is five things you can do when you visit Singapore first of all when you arrive check out Jewel at the airport because this place is unbelievable that when you get to the city head to Marina Bay Sands and make sure you visit the very top and also go shopping inside the mall they also do the special light and water show every day I put the times on screen right now or you can view the light show is do the river cruise from Clarke Quay and I recommend getting the 8:30 so you can watch the light show at 9 p.m. then also check out Gardens by the bay at night time on the island
175,177_post,https://www.tiktok.com/@aktravelss/video/7206719725169069318,AKTRAVELS ✈️ 🌍,129,130.2K,8.4M,2023-3-4,/@aktravelss,aktravelss,🇸🇬 ,"['singaporetiktok', 'singaporelife', 'singapore', 'traveltiktok', 'travellife', 'aktravels']",140.4K,15.9K,913,254,
176,178_post,https://www.tiktok.com/@alexgodevil/video/7187240871782403330,毒霸天下,9875,13.5K,310.7K,2023-1-11,/@alexgodevil,alexgodevil, ,"['past', 'sg', 'mothershipsg', 'yahoonews', 'gmail', 'singaporetiktok', 'ntuc', 'backtothepast', 'memoryunlocked', 'histroy', 'histroychannel', 'fyp', 'fypシ', 'foryourpage', 'singaporeimagine', 'singaporetamil', 'singaporegp', 'singaporenationalday', 'sgtravel', 'airlinepilot', 'airlinetiktok', '怀旧歌曲', '港台音乐', '港剧', '足場', '心霊現象', '马来西亚', '马来西亚美食', '新加坡', '香港', '照片剪影', '甄子丹经典武打影视', '周杰伦演唱会', '王者荣耀', 'tvb', 'tvbox', '经典老歌', 'sgnews', 'sgnewsupdate', 'chinatown', 'chinatiktokforyou', 'fyp', 'fypシ', 'viral', '古装', 'mus', '台中', 'tha', '泰雅ドラマ', '泰国', '新加坡抖音', '新加坡热点新闻', '新加坡眼', '新加坡抖音', '马来西亚电影', 'tcsquad❤️', '新传媒', 'channel4']",19.8K,1966,1957,481,
177,179_post,https://www.tiktok.com/@mozzzarellacheeezeee/video/7206321401895095560,Mozzzarellacheeezeee,475,20.5K,226.9K,2023-3-3,/@mozzzarellacheeezeee,mozzzarellacheeezeee, ,"['singaporemalaysiathailand', 'roadtrip', 'travelthailand', 'sgthailand', 'sadaoborder', 'bukitkayuhitam', 'thailand', 'songkhlathailand']",11.3K,2930,1191,74,this video is for those who is planning to drive up to Thailand from Singapore to Malaysia by car I hope this helps ease your journey entity 8 via Buick Caillou hit an immigration just follow the signs towards you could call you hit him up upon reaching bukit Caillou hit up you can see there's lots of shots by the roadside selling Insurance it is a must to have the insurance ready before entering T8 all you need to bring is your log card and passport they will help you fill in 3443stay safe
178,180_post,https://www.tiktok.com/@onericeplease/video/7240326033742875905,🍚🥢,66,22.3K,943K,2023-6-3,/@onericeplease,onericeplease,Still wondering if this is counter-productive instead 😅 ,"['meownistryofmeow', 'singapore', 'sgtravel', 'sgexpat', 'singaporelife', 'sgtiktok', 'sgfyp']",8408,2006,1223,67,this is the best co-working space ever this is Singapore's first co-working space when cats roaming freely everywhere the cats here are all rescued and available for adoption except for these two cuties they belong to the owner this I was already here might as well get some work done right obviously that didn't turn out well but at least my heart was happy aside from the cats the space has all the amenities you need for a productive day drinks are free flow and there's even a coffee machine private rooms where you can play some games watch a movie or even just take a nap I was lucky enough to catch the morning feeding session and oh my God you should sound hungry there's a dedicated War for the music and it looks so cute when all of them took up their own positions to eat from the race are affordable to starting from just 10 dollars an hour and 30.00 flat for food days so what do you think
179,181_post,https://www.tiktok.com/@daddy.xj/video/7244931301378182418,daddy.xj,408,8898,130.2K,2023-6-15,/@daddy.xj,daddy.xj,4 apps that you should download on your phone before you travel to China (Part 1) 🇨🇳,"['travelchina', 'chinatips', 'traveltips', 'travelhacks', 'explorechina', 'sgtravel', 'sgfyp', 'tiktoksingapore']",2517,1387,756,99,fall answers to download on your phone before you go to China this is based on my solo travel with the two most important apps are early because they are the default payment for everything in China you can still use cash but you are unable to use international credit cards in most parts of China are you Spider-Man's to navigate myself in China do not ever use Google Maps because he's an accurate he's the only one
180,182_post,https://www.tiktok.com/@w_eaint_t/video/7210733542865636609,Thuuuu🇲🇲,334,61.7K,1.4M,2023-3-15,/@w_eaint_t,w_eaint_t,Replying to ,"['tiktokuni', 'singaporetiktok', 'myanmartiktok', 'traveltiktok', 'trendingvid', 'igcse']",9723,366,86,146,
181,183_post,https://www.tiktok.com/@luvthecalories/video/7165850572724194561,Luvthecalories,50,1006,36.5K,2022-11-14,/@luvthecalories,luvthecalories,Strongly recommend this to everyone! Plane was new and clean too! ,"['singaporetiktok', 'sgtiktok', 'sgtravel', 'sgtraveller', 'sgtraveltok', 'changiairport', 'airpremia', 'sgtravels', 'sgtravelblogger']",20K,4966,4214,217,
182,184_post,https://www.tiktok.com/@hungrypursuit/video/7182965290660007173,HungryPursuit | Food & Travel,107,259.9K,6.3M,2022-12-30,/@hungrypursuit,hungrypursuit,"What’s your favorite ice cream flavour?! 🍦Chinatown, Singapore ","['icecream', 'visitsingapore', 'foodie', 'travelforfood', 'canadianabroad', 'chinatownsingapore']",33.5K,1178,202,114,
183,185_post,https://www.tiktok.com/@jinymaeng/video/7212163791692254465,Jiny Maeng,225,518.1K,27.6M,2023-3-19,/@jinymaeng,jinymaeng,Bucket list ticked ! ,"['panipuri', 'jinyandfood', 'foodiary', 'brideyandjiny', 'travel', 'singaporerecommendations']",77.4K,2577,154,107,my best friend and I was so hungry and my dad taught me when finding restaurants go in the ones where the locals are eating at and that's what we did I had no idea what we ordered and everyone was eating this one dish with their hands so old they gave us Cutlery we had to have a go at eating without hands too and after looking for an hour I finally found it this Indian wedding to try this so much like to a point where I've been looking up recipes online as far as my understanding goes it's a crispy fried bowl and the lady he cracks a hole in the middle and adds more chickpeas inside and the water she adds taste and really and guys does he builds up it was 10 out of 10 would definitely try again it was so refreshing and then we went to see theconnect my lion and go to my lion popsicle how cute see you tomorrow
