id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,final_text
149_post,https://www.tiktok.com/@daddy.xj/video/7228916626282876168,daddy.xj,408,8897,130.2K,2023-5-3,/@daddy.xj,daddy.xj,✨[SAVE THIS AND TRAVEL LATER]✨,"['birdparadise', 'birdparadisesg', 'travelsingapore', 'exploresingapore', 'travelfamily', 'sgfyp', 'tiktoksg']",662,102,146,11,things you must do when you are in Singapore head over to the brand new bird paradise at Monday and get super close to the different bird species because she will step into their homes this place is seriously huge with more than 10% teams to check out my top 3 the penguin Cove Crimson wetlands and Australia Outback there's even a free water playground and then playground for the kids you must also check out the two different animal presentations at the sky Amphitheater we should seriously so fun and cool but Paradise will open his door to party from me to book a busy
151_post,https://www.tiktok.com/@rayner.chew/video/7177374725679729922,Rayner,151,7335,138.1K,2022-12-15,/@rayner.chew,rayner.chew,perks of being 18+ on a flight!,"['singaporeairlines', 'traveltiktok', 'travelsg']",5522,225,160,46,flight from Singapore to Japan first thing I decided to try some cocktails so I decided to go with the Singapore Sling which is pretty tasty very sweet there after I had the screwdriver I didn't know what this was until I searched up it was nice to and this one wrong with ice I kind of regret it it tasted like they put Airplane Fuel into a cup and served it then I got myself some small snacks before they served as lunch which was pasta and meatballs and of course with a cup of white wine so the password is pretty dry and it was okay but the white wine I'm gonna say was one of the best friends I have on the flight there after my favorite was ice cream nine out of 10 to end the flight off I decided to order a couple of red wine which was a bit too bitter for my liking and I spent the rest of the fighting on my iPad see ya
152_post,https://www.tiktok.com/@najwawr/video/7229354532055108869,chopa ♡,38,72,3867,2023-5-4,/@najwawr,najwawr,album name : singapore 🇸🇬🦁✨,"['daytrip', 'travel', 'singaporetrip2023']",1704,661,63,18,
153_post,https://www.tiktok.com/@okay.kara.travels/video/7181904829441264901,Kara ✨| Travel & Backpacking🌎,285,67.2K,1M,2022-12-27,/@okay.kara.travels,okay.kara.travels,Want to visit Singapore but dont know how to do it on a budget? This is how 🇸🇬❤️ 5 recommendations for CHEAP EATS in SINGAPORE ✈️ Save this for your next trip!,"['travel', 'traveltiktok', 'travelseasia', 'travelsoutheastasia', 'travelsingapore', 'travelsingapore2023', 'travelsingaporetips', 'thingstodosingapore', 'singaporethingstodo', 'whattodosingapore', 'wheretogosingapore', 'thingstoseesingapore', 'visitsingapore', 'budgetbackpacking', 'budgetbackpackingtips', 'budgettraveltips', 'budgettravelsingapore', 'singaporefoodie', 'singaporehawkercentre', 'singaporecheapeats', 'cheapfoodsingapore', 'cheaprestaurantssingapore', 'singaporerecommendations', 'singaporetourist', 'budgetbackpackingsingapore', 'hostellife', 'singaporehostel', 'singaporecheapfood', 'cheapstuffinsingapore', 'singaporetiktok', 'singapore', 'singaporetrendingtiktok', 'trendingtravel', 'singaporetravelguide', 'travelguidesingapore', 'singaporetraveltips', 'trendingtravel2023', 'traveltrend', 'travelfyp', 'budgettravelfyp', 'viralvideo', 'capcut', 'tekkacentre_littleindia', 'littleindia', 'littleindiasingapore', 'hajiln', 'arabstreet', 'arabstreetsingapore', 'hajilanesingapore', 'laupasatfoodcourt', 'laupasatsingapore', 'marinabaysands', 'singaporecenter', 'singaporecity', 'singporecityhotel✔️']",11.2K,8905,1356,102,my name is Kara I'm coming around southeast Asia Singapore we were able to stick to less than 15 pounds per person a day on food so make sure you keep watching to find out exactly how we did it I'm not going to pretend that Singapore is an expensive because it definitely is but if you stick to these cheaper places you'll be able to find cheap food easily. the best place for cheap food in Singapore is definitely any Hawker centres and by far our favorite it was lau pa sat it had a great variety of different foods all for amazing price and it was so so tasty this is what we spent on two meals . here most people know about Haji Lane which are very popular areas in Singapore they are absolutely not at all cheap definitely visit those places but don't expect to find cheap food there. and you should try Little India there is a horse Center which had such amazing good value food I got a full trailer and food for just six pounds again. as I mentioned Arab Street in a pretty expensive but if you go one rice bowls for both vegetarians and the ears for just 1 0. 9 9 5play expensive so we found that the cheapest option was to go to vending machines because they're about a Dollar Tree for each time also a hostel provided free T's coffees and drinking water so we made the most out of that because that was perfect as well. and if you're looking for a bit of fast food I will say that the McDonald's app has really good deals in Singapore so definitely make sure that you download that and check that before ordering also a little bit to anyone who's watching this long there was a really cheap place which offered really good meals which is opposite the National Museum of Singapore
154_post,https://www.tiktok.com/@visit_singapore/video/7194749206559460610,Visit Singapore,22,1.5M,8.1M,2023-1-31,/@visit_singapore,visit_singapore,Brb gonna go for round 💯 Taxi driver Uncle David is taking us to more supper spots 🤤,"['passionmadepossible', 'singaporeimagine', 'visitsingapore', 'traveltok', 'foodtok']",20.2K,218,117,45,the place gets busier late into the night it goes well with sugar to you know dim sum for breakfast but what about dim sum for supper it's even better time to wash it all down with desserts take a snap as you enjoy it or grab them as takeaways
155_post,https://www.tiktok.com/@cindy.ccland/video/7189508068319808794,Cindy Esmundo Torres,84,7447,171K,2023-1-17,/@cindy.ccland,cindy.ccland,Let’s go to SINGAPORE 🇸🇬 2023,"['singaporetravel', 'sgtiktok', 'universalstudios', 'tiktoktravel', 'singapore2023', 'travelph', 'wheretogo']",1639,160,92,11,let's go to Singapore
156_post,https://www.tiktok.com/@ulfaalhanif/video/7225841329568337178,Ulfa Alhanif,285,1.3M,36.7M,2023-4-25,/@ulfaalhanif,ulfaalhanif,PECINTA HELLO KITTY MENANGIS MELIHAT INI!😭,"['minivlog', 'singapore', 'dailyminivlog', 'singaporetrip', 'vlogjalanjalan', 'singaporetravel', 'universalstudios', 'hellokitty', 'uss', 'universalstudiossingapore', 'hellokittylover']",21.2K,2123,485,183,"Hello Kitty Studio Universal Studio Singapore magic towel
"
157_post,https://www.tiktok.com/@quynhh.meomeo/video/7221560667252247834,Nhật Quỳnh,115,1336,31.5K,2023-4-13,/@quynhh.meomeo,quynhh.meomeo,Singapore Trip 2023,"['singapore', 'singaporetravel', 'singaporetrip2023', 'tiktoksingapore', 'traveltiktok', 'dulichsingaporetutuc', 'dulichtiktok', 'dulich', 'trending']",538,247,38,5,"3 days in singapore check in lyf one north hotel mrt one north, capital spring, marina barrage, 8 Marina Gardens Dr Singapore, jurong LAKE GARDEN mrt lakeside stn, national museum of singapore, lake garden pop mart, SCIENCE CENTER 15 Science Centre Rd Singapore"
158_post,https://www.tiktok.com/@jforjpeg/video/7225096148078398738,jayohhel,71,1142,66.6K,2023-4-23,/@jforjpeg,jforjpeg,Replying to,"['singapore', 'sgtiktok', 'fyp', 'foryou', 'goviral', 'travel', 'foryourpage']",33K,2781,4049,705,
159_post,https://www.tiktok.com/@tamilpasangaphotography/video/7239867342925122818,tamilpasangaphotography,277,499,3779,2023-6-1,/@tamilpasangaphotography,tamilpasangaphotography,,"['malaysia', 'singapore', 'traffic', 'woodlandscheckpoint', 'sad', 'holiday', 'travel']",1533,88,877,243,Malaysia
160_post,https://www.tiktok.com/@helloangelia/video/7195757518860356910,Ang 🤍,67,21K,1.2M,2023-2-3,/@helloangelia,helloangelia,Did you expect these prices when they say Singapore is expensive? 🤭,"['singaporetravel', 'singaporetiktok', 'traveltip']",710,387,64,9,"things i did in Singapore WITH Prices future world ArtScience Museum
23  17 USD, fort canning tree tunnel, national orchid garden, jewel, OCBC Skyway 10 7 USD"
161_post,https://www.tiktok.com/@visit_singapore/video/7201034916136619266,Visit Singapore,22,1.5M,8.1M,2023-2-17,/@visit_singapore,visit_singapore,"We don’t do reservations, we CHOPE! 🧻 ","['surprisingsingapore', 'chope', 'culture', 'traveltok']",16.5K,86,153,111,we asked tourists if they know what chope means. surprising singapore. do you know how to pronounce chope? who do you think chope means? have you seen items being used to chope tables. guess the craziest item ever used to chope a seat. what would you use to chope a table. would you chope a table when eating out
162_post,https://www.tiktok.com/@foongfamilyflat/video/7212773279377919234,Ange ʕ •ᴥ• ʔ,136,17.8K,337.5K,2023-3-20,/@foongfamilyflat,foongfamilyflat,"Air tickets were $3,957 from Singapore > Melbourne! ","['travel', 'airline', 'airplanereview', 'review', 'singaporeairlines', 'premiumeconomy']",3953,252,189,81,play some premium economy on Singapore Airlines and here's my review of my flight to Melbourne premium economy passenger on the flight after first and business class and our seats were 32 H&K on the Boeing 777-300er between the seats we have bottled water was also to compartments for smaller items like your phones and passports and below the screen we have a larger compartment that could fit my 14 in laptop as well as an iPad already on our seats was a big fluffy orange pillow as well as a blanket it came in really useful in the middle of the flight and if you have a window seat like me your list may be able to stretch all the way in the corner up right I'm able to stretch my arms all the way to the screen but the premium economy cabin doesn't have its own bathrooms so we shared ones with the economy class for meals we were able to book and I pre-ordered me Sam but I ended up switching with my husband who are there which was just from the inflight menu overall it was a pretty comfortable flight and I think it's worth the upgrade from economy class I'll share all the reasons Down Below in the caption before this video gets too long
163_post,https://www.tiktok.com/@natmuseum_sg/video/7209910096640412930,National Museum of Singapore,1,2642,37.7K,2023-3-13,/@natmuseum_sg,natmuseum_sg,"Explorers, where to next? 🕵🏼 Time travel with us at ","['nationalmuseumofsingapore', 'tiktoksg', 'fypsg']",7573,81,329,67,"Time travelling at National Museum of Singapore History Gallery, voices of singapore gallery, modern colony gallery, growing up gallery, surviving syonan gallery, a voyage of love longing goh seng choo gallery, story of the forest glass rotunda. start your journet at national museum of singapore"
164_post,https://www.tiktok.com/@thetravelintern/video/7237442140085783810,thetravelintern,12,44.1K,824.2K,2023-5-26,/@thetravelintern,thetravelintern,June we’re ready for ya!!,"['traveltiktok', 'singapore', 'marvel', 'jewelchangi', 'hasbro']",5800,941,1093,97,four reasons to visit Changi Airport this June besides catching a flight at 3 does the Hillsborough game on exhibition where you can play unique life-size versions of your popular board games and there's also the mega bounce playground where you can bounce around and have fun that's the Avengers forever Exhibition at canopy Park engage in this place showing the rich history of your favorite Marvel heroes and when you're done stopped by the rain Vortex for Marvel theme light and music show look at those colors wow
165_post,https://www.tiktok.com/@rynla_eyre/video/7195571244236803355,Just another daily life ✨,1453,141,2542,2023-2-2,/@rynla_eyre,rynla_eyre,Singapore 🇸🇬 2023 ; full fill my life’s fuel trip,"['singapore', 'traveltiktok', 'ท่องเที่ยว', 'สิงคโปร์']",775,133,33,29,Singapore 2023 One of my fav place HANDMADE PEARLS  MONDAY  OSMANTHUS PEARLS TUESDAY MATCHA PEARLS 
166_post,https://www.tiktok.com/@pvillya/video/7183966083664104706,pvillya,9,145,18.1K,2023-1-2,/@pvillya,pvillya,"Cool shops found in Orchard Road, Singapore ","['fyp', 'traveltikok', 'travel', 'shoes', 'fashiontiktok', 'streetfashion', 'singapore', 'singaporeshopping', 'travelsingapore', 'newbalance']",7668,2577,475,31,"cool shops in orchard road singapore, snkr dunk mandarin gallery, well bred 313 somerset, limited etd 313 somerset, yield 313 somerset, east eight orchard gateway, heat midpoint orchard"
